53,3
55,3
55,5
54,4
54,4
53,4
50,4
43,5
41,5
35,3
29,4
23,4
22,4
20,2
21,4
22,3
23,3
22,2
23,3
24,4
24,4
24,4
23,4
22,2
22,3
25,4
27,4
31,4
37,5
41,4
44,3
48,4
50,3
51,4
51,3
53,4
54,3
53,4
54,3
48,4
39,3
32,2
25,4
24,3
23,4
23,4
23,3
23,4
22,3
22,4
20,3
21,4
22,3
21,2
22,4
25,3
34,4
40,4
48,4
51,3
52,4
53,4
54,4
55,6
53,4
45,3
42,4
33,4
28,2
25,5
26,3
25,3
25,4
25,5
25,3
24,2
22,5
22,2
23,3
26,3
32,3
39,4
48,4
51,4
54,4
57,4
57,5
60,4
60,4
50,4
40,4
29,3
26,4
25,2
26,5
24,3
23,3
23,2
22,2
22,4
20,3
22,4
27,3
35,3
44,3
50,4
53,4
55,2
57,4
60,4
57,4
49,4
40,4
31,3
28,4
26,4
27,4
25,4
25,3
25,3
23,3
22,3
21,3
22,4
28,3
34,3
43,4
49,3
54,5
54,3
57,3
58,6
57,5
46,3
39,5
33,4
30,2
28,4
28,4
26,3
25,4
26,3
24,5
24,4
24,4
24,2
25,4
26,4
28,4
36,3
44,3
50,3
52,3
56,5
58,4
59,4
60,5
57,3
51,5
40,3
35,5
29,4
28,3
24,3
25,4
24,2
24,3
22,5
23,4
21,4
22,3
21,2
22,4
30,4
38,4
44,3
52,4
53,3
56,5
59,4
58,3
58,3
49,5
40,5
34,4
28,5
26,3
25,4
25,3
24,4
23,4
24,4
24,3
22,4
21,4
23,4
26,3
35,4
43,4
51,4
54,4
56,5
57,4
57,5
56,4
46,4
39,3
34,3
31,4
28,3
26,5
27,4
25,4
25,4
24,4
23,3
23,3
24,4
24,4
24,3
27,4
32,3
40,4
46,3
52,3
53,5
56,5
55,3
57,3
56,4
52,4
41,3
34,5
30,5
29,4
28,4
27,4
26,2
27,4
27,4
29,4
26,3
28,3
27,3
25,3
26,3
27,4
27,4
27,4
27,4
28,4
30,4
33,4
39,4
43,4
47,3
49,4
49,3
51,4
50,3
52,4
52,4
54,5
55,4
56,5
54,4
56,5
54,4
52,4
47,4
39,3
35,3
31,3
28,3
27,4
26,5
27,3
26,3
26,4
27,4
27,3
27,3
28,3
29,4
29,5
28,3
30,4
31,3
32,3
29,3
29,3
30,4
33,3
38,3
43,3
47,4
48,4
51,4
54,5
54,5
55,3
55,4
55,3
55,5
50,4
44,5
38,4
30,4
28,4
26,5
26,3
27,5
25,2
25,3
23,3
22,4
22,4
21,4
20,4
23,4
20,4
23,2
23,3
25,4
34,4
39,4
44,3
49,5
52,2
53,4
55,3
55,4
54,4
57,5
55,4
46,3
38,5
33,5
30,3
28,4
26,2
26,4
26,4
25,3
26,4
27,3
26,3
24,5
24,3
25,3
24,5
26,4
27,4
28,4
31,3
36,4
44,5
48,4
51,3
51,4
53,4
55,3
55,3
56,5
56,5
53,5
49,5
42,5
34,5
30,4
30,3
26,3
27,4
25,3
25,3
25,4
24,3
25,4
24,3
23,4
20,3
17,3
16,2
18,3
20,4
22,4
25,4
32,4
37,3
43,5
48,5
52,3
54,4
55,4
55,3
56,4
56,4
54,3
51,5
46,4
38,4
32,4
30,4
29,3
28,4
25,4
25,4
25,3
25,4
24,3
25,3
25,4
25,3
24,2
25,4
24,3
26,4
26,4
27,3
31,3
37,4
44,3
47,4
51,4
53,3
54,4
55,4
56,4
57,3
53,4
44,5
38,3
32,4
30,4
28,4
26,3
25,2
25,4
24,4
22,4
23,3
22,4
24,4
21,3
22,3
21,2
23,4
26,3
32,4
42,3
48,2
51,4
54,4
56,4
56,4
57,5
57,4
53,4
46,5
37,3
31,4
28,3
27,4
25,3
23,3
24,4
24,3
22,4
23,2
22,3
21,3
25,2
27,3
39,5
48,3
54,3
57,3
59,4
60,3
63,3
61,4
51,4
38,4
33,4
27,4
26,2
23,4
24,3
24,4
24,3
23,5
20,4
19,4
23,3
32,2
41,3
50,3
55,4
58,5
60,5
58,6
52,4
39,5
30,4
27,4
27,4
27,4
25,3
26,3
25,3
24,3
21,3
24,4
30,3
41,3
49,3
56,5
58,4
62,5
58,3
54,5
41,3
35,5
34,3
29,4
27,4
27,4
28,3
25,3
27,5
25,3
25,4
26,4
27,3
34,3
42,5
52,3
55,3
58,5
61,3
61,5
60,5
55,5
44,5
36,4
33,5
30,4
26,4
27,4
25,4
26,4
26,3
25,5
27,3
25,2
25,4
26,4
28,3
32,3
42,3
48,4
56,5
59,6
59,3
60,3
62,3
57,3
50,4
40,4
36,5
32,4
29,5
26,3
24,5
26,5
25,4
25,4
26,4
25,3
27,3
26,4
27,4
27,5
28,3
31,3
38,2
45,3
50,4
54,4
57,4
59,3
59,5
59,4
53,4
46,5
39,4
34,4
32,5
29,4
29,5
27,3
26,4
26,4
27,4
27,3
27,5
28,3
27,3
28,3
28,4
27,4
28,4
29,4
30,4
30,3
33,3
34,4
35,3
37,4
37,3
37,5
38,5
39,4
38,5
37,3
38,5
39,3
38,3
38,4
38,3
37,3
36,2
35,4
36,3
33,4
35,5
35,4
34,4
36,4
35,4
34,5
34,3
35,4
36,3
34,3
35,4
35,3
35,3
35,5
35,4
35,5
35,3
36,5
36,3
34,5
35,3
34,5
38,5
43,4
54,4
58,5
60,4
61,5
62,3
64,5
63,3
65,5
66,6
65,5
64,4
59,6
54,5
50,4
45,3
45,5
46,5
46,4
48,5
44,3
42,4
43,3
43,5
40,5
37,5
33,5
29,4
29,4
30,3
27,4
28,4
29,4
28,3
27,3
27,5
26,4
29,4
28,3
29,5
27,3
27,3
27,4
28,3
27,2
26,2
28,3
29,3
27,4
27,5
26,3
27,2
27,4
27,4
27,4
25,3
27,3
28,4
28,5
27,3
28,5
29,2
27,4
28,3
28,4
27,4
28,4
28,5
28,4
29,4
28,4
29,4
28,4
27,3
29,4
29,4
28,4
28,4
29,4
28,4
30,4
30,3
29,3
30,4
30,4
30,3
31,3
29,3
30,5
30,3
29,3
29,4
29,3
31,4
28,3
29,3
29,4
30,3
29,3
29,4
30,4
29,3
30,4
30,4
30,3
30,4
29,3
30,4
30,5
30,4
31,4
30,3
31,3
29,4
30,4
29,3
28,3
30,4
29,3
29,4
29,4
30,3
30,3
29,3
30,4
30,3
30,4
30,4
29,4
30,4
30,4
30,3
29,4
30,4
30,5
30,4
31,4
29,4
31,4
30,3
31,4
30,3
29,3
31,3
31,4
30,3
30,4
31,4
31,3
30,3
30,3
30,4
30,4
30,3
29,3
30,5
26,3
25,3
23,3
21,5
21,3
21,5
21,5
22,5
22,4
23,4
22,4
21,5
21,3
19,4
21,3
20,4
22,3
21,2
21,3
20,3
21,4
20,3
21,3
25,4
30,4
37,3
44,2
50,4
53,4
55,3
55,3
58,5
56,4
50,4
44,3
36,3
32,5
27,4
24,5
25,4
26,3
26,5
25,3
26,2
24,3
24,3
26,4
31,4
39,4
48,2
52,4
54,4
56,5
57,3
59,5
55,3
44,5
38,4
33,3
31,3
28,4
26,5
25,3
27,3
25,2
26,4
25,2
26,3
26,2
29,3
34,3
44,2
49,4
53,5
54,5
57,4
57,3
57,4
58,4
53,3
45,5
36,4
32,3
29,4
29,3
27,4
28,4
26,5
27,5
25,5
26,4
24,3
25,4
27,4
28,3
32,4
38,3
47,3
52,4
57,4
57,4
61,4
62,4
65,4
66,4
68,4
69,5
69,5
69,5
69,5
65,5
55,5
40,4
29,3
22,4
21,3
18,5
20,3
21,4
20,5
20,3
19,4
18,3
18,4
22,4
31,2
44,3
52,3
58,3
62,3
65,4
67,5
68,4
70,4
69,5
66,6
54,4
43,5
32,3
22,3
20,4
18,4
19,3
20,2
20,3
20,2
20,2
20,3
20,2
20,3
23,4
27,4
35,5
44,3
52,4
60,4
62,2
64,4
69,3
69,4
69,5
73,5
71,6
69,6
58,4
47,4
34,4
27,3
21,3
19,3
18,5
17,3
18,4
18,3
18,2
18,2
19,3
19,2
21,4
24,3
32,3
41,2
52,3
56,4
62,4
66,5
67,4
69,5
69,3
71,5
70,5
69,4
56,5
48,4
36,5
29,5
22,3
18,3
15,3
17,3
19,2
17,4
16,4
17,3
17,2
17,3
18,4
18,3
19,3
22,4
27,4
33,3
42,4
49,3
53,3
57,2
59,4
62,4
62,4
64,4
64,4
63,4
53,5
45,5
37,3
33,4
32,3
30,2
29,4
31,3
29,3
28,4
25,2
25,4
29,3
34,3
36,4
39,5
43,4
43,4
42,3
40,3
38,3
37,4
35,4
36,3
34,5
34,5
27,4
21,4
26,4
34,0
40,4
42,4
44,4
44,3
42,4
41,6
38,4
36,3
37,4
37,4
32,2
23,3
24,3
29,3
35,4
37,3
39,4
39,3
39,5
38,3
35,4
36,4
36,5
36,3
29,2
24,2
28,3
33,3
36,3
39,3
41,3
41,4
40,4
38,4
38,4
39,4
38,4
30,4
20,3
21,3
30,3
35,4
38,4
40,4
40,4
38,2
37,2
35,3
36,4
37,5
32,3
23,3
24,3
31,4
38,3
40,4
41,4
43,4
41,4
38,4
37,5
35,4
37,5
36,4
27,4
22,5
29,4
36,2
40,2
43,2
42,4
42,5
42,5
40,4
36,4
38,5
37,4
35,2
29,2
25,4
30,3
36,4
40,3
41,5
41,5
43,4
40,4
40,3
39,4
36,4
36,5
35,4
36,3
32,4
29,4
31,3
40,3
45,5
48,3
51,4
51,5
50,4
42,3
38,5
35,5
34,3
33,5
32,3
31,3
28,3
23,4
23,5
34,3
41,3
43,4
48,4
49,3
48,4
42,4
41,4
37,5
36,4
36,4
35,5
34,3
33,3
32,4
26,3
30,4
38,4
44,4
47,2
50,4
49,4
50,5
45,4
41,3
39,5
35,4
33,3
36,4
35,3
33,2
31,5
26,4
29,3
37,5
45,4
49,2
52,2
54,4
53,5
48,3
41,5
38,5
36,4
34,3
33,3
33,5
33,5
29,3
27,2
29,3
36,2
44,2
46,4
49,5
51,4
48,5
43,4
40,4
34,4
32,3
30,4
33,5
33,3
32,4
32,2
30,4
29,4
36,3
46,3
51,3
54,4
57,4
58,4
54,4
47,4
41,4
37,3
32,5
31,4
29,4
29,3
29,3
28,4
28,4
27,3
34,3
41,2
49,5
53,4
56,4
57,3
58,5
56,4
47,4
41,4
36,4
31,4
28,4
28,3
28,4
29,4
27,4
28,3
26,4
28,4
28,3
35,4
47,4
54,4
56,4
56,4
59,4
60,5
61,4
60,4
48,6
40,4
34,3
30,3
27,3
25,4
26,3
25,3
25,4
27,4
27,3
25,3
27,2
28,3
33,3
42,4
53,3
58,4
61,3
63,5
65,3
66,3
64,3
54,5
44,5
36,4
33,5
28,4
28,3
26,3
28,5
26,4
26,3
28,4
27,4
26,3
26,3
30,2
40,4
49,4
56,3
62,3
63,4
66,3
66,5
66,4
63,5
51,4
38,4
34,4
32,4
30,5
29,4
29,5
28,2
28,5
28,3
29,4
26,2
27,4
29,4
33,2
42,3
53,3
59,4
64,5
65,3
68,4
70,5
70,4
66,4
52,4
39,4
34,3
31,4
26,2
26,3
25,4
25,3
23,3
26,3
25,3
24,2
26,4
30,3
39,3
50,2
56,5
61,4
65,3
67,4
68,3
66,4
54,4
40,3
37,4
33,4
30,2
28,4
28,4
26,3
24,5
26,4
23,3
24,4
24,2
28,3
37,4
49,4
56,4
61,3
64,3
65,4
68,4
68,4
67,5
54,4
43,4
35,4
33,5
29,4
26,4
25,4
23,2
24,3
25,4
24,4
24,3
24,3
27,3
28,3
30,2
43,2
55,3
60,4
62,5
66,6
66,4
68,4
66,4
55,5
46,4
39,3
35,3
31,4
29,3
27,3
27,4
27,4
28,2
26,4
27,2
27,2
27,4
27,4
28,5
34,2
39,4
48,4
55,5
60,4
63,3
64,4
65,5
65,4
61,4
53,4
45,4
