7,15
6,16
6,17
6,17
7,16
6,17
6,19
7,20
6,22
7,22
5,26
8,36
7,46
6,55
6,60
7,62
7,63
6,62
7,62
6,64
6,66
8,73
6,79
6,84
6,90
7,89
9,91
11,90
18,81
29,56
41,20
34,15
10,10
7,8
6,9
6,10
7,10
7,10
7,10
6,9
7,9
7,9
6,10
6,9
7,10
6,47
6,77
8,96
12,106
15,104
19,96
23,81
30,63
42,39
59,22
77,16
91,15
94,16
53,7
10,5
7,5
6,5
6,7
7,7
7,6
7,6
7,7
6,8
6,15
7,82
11,96
16,106
25,100
34,83
45,63
58,47
72,32
88,19
101,18
114,18
123,16
128,15
44,6
11,4
6,6
6,7
6,6
6,8
6,8
7,7
6,6
7,8
8,19
7,87
7,93
12,104
17,105
25,92
37,74
51,55
66,34
83,18
98,15
111,15
121,15
121,13
59,6
10,4
6,5
6,6
6,6
7,7
6,6
7,7
6,7
7,8
6,8
6,27
6,70
8,84
11,99
13,106
14,107
17,102
22,96
29,91
36,84
48,69
65,48
88,24
107,17
116,17
103,11
25,6
9,6
7,6
7,7
7,8
6,7
7,6
6,6
7,7
7,8
6,27
7,71
11,85
16,98
22,103
30,94
45,79
59,58
73,37
87,19
100,17
112,15
121,15
128,15
121,12
35,5
7,6
7,6
7,5
7,6
7,6
8,5
6,7
6,7
6,8
7,13
6,69
11,92
18,105
29,107
40,94
57,75
72,55
85,36
94,25
101,20
113,17
125,16
131,16
132,14
56,5
11,5
6,5
8,7
7,6
6,5
7,7
6,7
7,7
7,7
7,11
6,73
12,94
17,102
24,98
30,87
36,74
41,66
46,62
55,54
68,41
86,22
103,16
107,13
74,10
19,5
8,5
6,7
7,6
6,6
7,6
6,7
6,7
6,8
6,8
7,13
7,75
7,94
13,107
18,107
27,97
37,83
49,65
61,47
73,30
87,20
99,16
109,14
117,15
101,11
24,5
8,5
6,6
6,6
7,6
6,6
6,6
7,6
7,7
6,7
6,10
7,61
8,84
15,100
24,106
34,102
44,89
57,69
70,52
84,36
98,21
112,16
122,15
128,15
125,13
56,6
12,5
6,5
7,6
7,7
5,5
7,6
6,6
5,7
7,6
6,9
7,32
6,85
15,104
28,114
38,111
51,98
64,78
78,55
93,33
106,20
114,15
121,14
126,14
123,12
59,6
13,7
6,6
6,5
6,6
6,7
7,6
6,6
7,6
7,6
6,7
6,38
7,85
10,104
17,111
31,107
47,96
64,71
80,45
95,29
107,21
114,15
125,14
133,15
134,14
114,7
19,5
6,5
7,5
6,5
6,6
6,7
6,6
5,6
8,7
6,7
7,11
7,56
8,101
14,113
25,116
41,107
61,89
78,62
96,36
110,21
119,15
125,16
133,15
139,15
138,13
64,6
13,5
7,5
6,5
6,5
6,7
7,6
7,6
7,7
6,8
6,8
7,20
7,92
13,107
31,106
52,86
72,55
89,25
103,16
113,14
121,13
126,14
131,13
135,13
135,11
74,6
13,5
7,6
7,6
7,6
7,6
5,7
6,6
6,7
7,8
7,9
8,95
28,92
69,71
93,37
105,18
110,14
116,13
119,13
123,13
127,12
126,12
126,14
124,12
122,14
119,13
116,15
111,15
92,14
49,11
9,8
7,7
7,7
6,7
6,7
6,7
6,8
6,8
6,7
6,7
7,6
7,6
6,10
7,57
12,82
19,97
32,103
47,102
63,95
81,78
95,56
106,34
112,18
119,13
127,14
138,14
141,15
142,13
55,6
10,6
8,6
7,6
6,6
7,7
7,6
6,6
6,6
7,7
7,8
6,14
8,70
9,95
12,106
20,106
27,97
38,78
48,58
59,42
67,32
79,24
91,18
108,15
123,15
131,13
121,8
19,6
7,6
7,5
8,7
6,6
6,6
7,6
7,8
8,7
7,7
7,7
6,28
7,80
9,96
20,104
27,108
32,105
37,99
40,92
45,85
52,82
60,76
70,60
86,31
98,16
108,15
96,13
40,6
11,5
6,5
7,5
7,6
6,6
6,7
6,5
6,6
7,8
8,8
8,11
8,71
12,105
19,116
23,120
26,124
29,121
34,116
43,113
53,108
70,101
88,86
112,53
127,17
136,16
140,15
45,7
10,5
6,5
6,5
8,5
7,6
7,6
5,8
6,6
6,7
7,9
7,29
9,77
17,91
27,96
30,96
31,96
33,99
37,100
42,101
51,98
56,95
62,95
65,94
64,97
65,97
66,87
69,46
73,16
71,14
31,10
8,8
6,8
6,6
7,7
6,8
8,9
7,8
7,8
7,9
7,6
7,7
6,7
6,9
7,16
7,67
11,84
18,97
26,107
34,108
43,105
50,99
59,91
64,83
75,69
90,49
107,19
120,16
127,15
129,14
95,8
15,5
7,6
6,6
7,6
6,6
7,6
6,7
7,7
6,6
6,8
7,13
7,87
7,102
12,109
23,111
36,105
46,92
52,74
61,60
68,49
81,36
95,20
111,16
118,16
120,13
77,7
15,5
6,5
6,6
7,6
7,6
7,5
5,6
7,7
7,7
7,6
6,12
8,72
8,97
12,107
15,111
18,105
22,96
27,86
33,75
42,65
53,48
68,26
88,16
101,14
106,14
78,8
13,5
7,5
7,7
7,6
7,7
8,7
6,6
8,6
6,6
7,7
8,12
6,80
12,103
23,111
40,107
52,93
62,76
73,59
85,45
95,33
108,21
120,16
132,17
138,15
128,10
23,5
7,6
7,7
7,5
7,5
6,5
6,7
6,8
7,7
7,7
6,17
6,82
11,99
20,110
33,112
44,101
55,87
64,71
74,54
85,43
93,30
100,19
100,15
81,12
33,10
11,8
7,7
7,8
6,9
7,8
5,8
7,7
7,6
7,6
7,11
9,60
16,69
22,81
26,94
30,101
30,107
33,109
32,110
34,111
41,111
45,107
47,102
49,94
50,91
51,89
50,91
46,95
45,96
45,97
46,97
47,97
48,97
49,97
50,96
50,97
50,96
51,96
51,96
50,96
50,97
50,97
51,98
51,98
51,98
50,100
50,100
50,101
50,100
50,101
50,101
49,102
49,102
49,102
49,102
49,102
49,103
48,103
49,104
46,104
45,104
43,103
43,106
41,105
40,105
40,106
40,105
37,106
38,106
38,106
39,106
39,106
38,107
40,107
38,107
39,109
37,109
38,108
35,108
35,108
36,107
35,108
35,109
36,109
35,110
36,109
36,109
35,110
35,110
36,110
36,109
