40,115
40,115
40,115
38,114
40,114
40,113
41,115
36,118
38,118
40,118
41,118
41,118
37,118
23,108
8,71
7,19
7,11
6,10
7,8
6,7
7,7
7,7
6,9
6,9
7,9
8,11
72,15
120,18
133,21
139,22
143,20
83,9
10,5
7,5
7,6
7,6
7,6
7,7
7,6
8,6
8,6
10,7
41,72
86,93
110,68
125,14
125,9
48,5
9,5
6,7
7,5
6,8
6,7
7,8
4,8
4,8
8,8
6,11
8,101
41,106
93,71
117,22
122,16
43,5
8,6
7,6
6,5
7,7
7,7
7,7
7,6
6,6
7,7
7,10
7,112
42,112
109,97
136,21
139,11
86,5
11,5
7,5
7,5
6,5
8,7
6,7
6,7
7,6
8,5
11,7
106,11
125,39
134,13
128,11
104,6
9,4
7,7
5,7
7,7
7,7
8,7
6,7
7,7
57,22
116,21
137,23
145,21
98,11
14,5
7,4
7,7
6,6
8,6
7,6
8,6
6,7
6,7
7,7
6,9
7,90
40,100
95,85
121,21
126,11
70,6
9,4
6,5
7,5
6,5
7,5
6,5
7,7
7,6
6,6
6,8
7,28
9,109
83,114
121,77
134,18
121,10
19,5
6,5
7,5
7,5
6,6
8,6
6,6
7,8
6,6
7,7
7,12
8,113
77,115
115,85
130,14
123,8
21,4
7,5
7,5
7,6
7,5
8,6
8,6
7,7
7,6
7,8
6,13
7,107
42,106
92,61
118,19
115,13
44,5
8,5
6,6
6,5
6,6
7,6
8,6
6,6
7,7
7,6
7,8
7,84
20,110
78,106
111,49
121,14
92,8
18,6
7,4
7,6
7,5
7,5
7,6
6,7
6,6
7,7
5,9
7,99
14,110
79,91
109,31
121,13
76,8
14,5
4,4
6,6
7,5
4,7
5,6
7,6
3,7
5,7
6,44
8,111
72,120
117,84
132,15
111,9
22,5
8,5
7,5
6,6
7,5
6,5
7,5
6,6
7,6
6,6
5,7
6,10
7,113
42,116
91,102
115,28
113,12
88,6
14,5
6,5
8,6
8,5
6,5
6,7
7,6
5,7
6,6
5,7
6,103
26,105
91,83
113,24
115,12
83,7
19,4
8,6
7,6
6,5
7,5
9,7
6,6
6,7
6,7
6,10
6,91
15,96
28,91
38,74
45,24
52,14
57,11
41,8
10,6
5,5
6,6
7,5
6,6
7,6
6,7
5,8
6,9
6,76
9,94
22,89
39,62
51,26
53,15
54,8
13,5
6,5
6,6
7,5
4,6
6,6
6,7
7,7
6,7
7,8
6,102
40,111
93,101
116,28
112,14
73,7
11,5
7,6
7,5
6,5
7,5
7,5
4,6
7,6
7,7
7,7
7,99
24,108
88,98
120,29
126,11
88,6
20,5
7,5
4,5
3,5
4,5
7,6
6,5
7,6
7,7
6,7
7,61
13,105
63,85
94,51
106,18
99,10
64,7
12,6
7,4
7,6
7,5
6,5
7,6
6,6
6,6
6,6
7,9
8,100
15,112
47,97
78,43
77,15
61,8
14,5
7,5
6,6
8,5
6,6
8,6
6,5
6,5
7,7
6,8
7,93
10,105
52,84
3,37
83,17
70,9
24,6
8,4
5,7
5,7
3,6
5,6
6,5
6,7
7,8
7,7
6,15
7,103
26,109
66,89
91,29
85,14
62,7
12,5
7,5
7,6
3,5
7,6
8,6
6,7
7,7
7,6
7,8
7,32
9,109
45,110
88,84
108,16
95,10
41,5
9,6
6,5
7,6
4,5
7,6
6,5
7,6
7,5
7,6
6,8
7,54
8,112
36,107
78,78
97,18
90,10
54,7
12,5
7,5
6,5
7,6
8,5
7,6
7,6
8,6
7,8
7,9
7,93
21,104
66,85
90,41
97,14
79,10
36,6
11,6
7,6
6,5
5,6
3,6
4,6
4,6
6,7
7,8
7,8
7,107
26,104
66,76
84,31
82,18
70,11
26,6
4,5
4,6
3,5
4,6
4,7
3,6
4,7
3,7
6,8
6,55
9,104
4,110
89,88
105,21
98,14
52,6
4,6
6,5
7,5
3,5
4,6
4,7
7,6
6,5
6,6
7,7
6,101
38,106
88,97
113,21
96,9
69,6
20,5
4,5
5,5
3,5
4,4
3,5
6,5
6,6
6,6
7,6
6,19
12,104
62,76
89,31
98,14
95,8
70,7
21,5
3,5
6,6
6,6
7,7
6,7
6,7
6,6
6,6
7,6
7,96
15,116
47,113
68,96
79,46
84,12
87,11
92,9
103,7
109,8
31,7
8,4
6,5
6,6
7,5
7,5
7,6
7,6
6,6
7,7
7,90
8,104
5,115
18,109
23,88
39,57
64,20
86,12
104,11
117,10
122,9
115,7
51,5
10,5
7,5
7,5
6,6
4,6
6,5
4,6
7,6
6,7
7,7
7,45
5,96
10,114
16,119
20,116
21,111
23,106
26,97
34,93
41,88
45,84
27,63
17,13
10,9
7,8
6,6
7,7
6,8
6,7
6,6
7,6
7,6
6,11
7,19
8,28
7,33
8,38
8,44
10,49
9,51
9,55
9,55
11,57
10,58
10,60
12,59
11,61
11,61
12,60
10,60
10,62
10,62
11,61
10,62
10,63
10,62
10,61
10,63
10,62
9,63
9,63
9,63
9,63
9,62
10,62
10,62
9,62
